NOC,Year,Sport,Medal,One_sum
United States,1932,Field hockey,Bronze,14
United States,1932,Modern Pentathlon,Bronze,1
United States,1932,Modern Pentathlon,No medal,2
United States,1932,Rowing,Gold,14
United States,1932,Rowing,Silver,1
United States,1932,Rowing,No medal,11
United States,1932,Sailing,Gold,14
United States,1932,Sailing,Silver,5
United States,1932,Sailing,No medal,2
United States,1932,Shooting,No medal,6
United States,1932,Aquatics,Gold,8
United States,1932,Aquatics,Silver,5
United States,1932,Aquatics,Bronze,3
United States,1932,Aquatics,No medal,17
United States,1932,Aquatics,Bronze,7
United States,1932,Weightlifting,Bronze,2
United States,1932,Weightlifting,No medal,8
United States,1932,Wrestling,Gold,3
United States,1932,Wrestling,Silver,2
United States,1932,Wrestling,No medal,2
Uruguay,1932,Rowing,Bronze,1
Yugoslavia,1932,Athletics,No medal,1
Afghanistan,1936,Athletics,No medal,3
Afghanistan,1936,Field hockey,No medal,13
Argentina,1936,Athletics,No medal,17
Argentina,1936,Boxing,Gold,1
Argentina,1936,Boxing,Silver,1
Argentina,1936,Boxing,Bronze,2
Argentina,1936,Boxing,No medal,4
Argentina,1936,Fencing,No medal,19
Argentina,1936,Polo,Gold,1
Argentina,1936,Rowing,Bronze,2
Argentina,1936,Rowing,No medal,1
Argentina,1936,Sailing,No medal,11
Argentina,1936,Shooting,No medal,5
Argentina,1936,Aquatics,Silver,1
Australia,1936,Athletics,Bronze,1
Australia,1936,Athletics,No medal,7
Australia,1936,Boxing,No medal,3
Australia,1936,Cycling,No medal,4
Australia,1936,Aquatics,No medal,2
Australia,1936,Rowing,No medal,12
Australia,1936,Aquatics,No medal,7
Australia,1936,Wrestling,No medal,3
Austria,1936,Athletics,No medal,41
Austria,1936,Boxing,No medal,6
Austria,1936,Canoeing,Gold,4
Austria,1936,Canoeing,Silver,5
Austria,1936,Canoeing,Bronze,2
Austria,1936,Canoeing,No medal,3
Austria,1936,Cycling,No medal,16
Austria,1936,Aquatics,No medal,4
Austria,1936,Equestrian,Bronze,1
Austria,1936,Equestrian,No medal,13
Austria,1936,Fencing,Bronze,1
Austria,1936,Fencing,No medal,28
Austria,1936,Football,Silver,13
Austria,1936,Gymnastics,No medal,64
Austria,1936,Handball,Silver,22
Austria,1936,Modern Pentathlon,No medal,2
Austria,1936,Rowing,Silver,1
Austria,1936,Rowing,No medal,8
Austria,1936,Sailing,No medal,1
Austria,1936,Shooting,No medal,3
Austria,1936,Aquatics,No medal,13
Austria,1936,Aquatics,No medal,11
Austria,1936,Weightlifting,Gold,1
Austria,1936,Weightlifting,No medal,9
Austria,1936,Wrestling,No medal,7
Belgium,1936,Athletics,No medal,18
Belgium,1936,Basketball,No medal,8
Belgium,1936,Boxing,No medal,8
Belgium,1936,Canoeing,No medal,9
Belgium,1936,Cycling,Bronze,4
Belgium,1936,Cycling,No medal,12
Belgium,1936,Equestrian,No medal,6
Belgium,1936,Fencing,No medal,29
Belgium,1936,Field hockey,No medal,14
Belgium,1936,Modern Pentathlon,No medal,3
Belgium,1936,Rowing,No medal,7
Belgium,1936,Sailing,No medal,3
Belgium,1936,Shooting,No medal,8
Belgium,1936,Aquatics,Bronze,9
Belgium,1936,Wrestling,No medal,11
Bermuda,1936,Aquatics,No medal,9
Bolivia,1936,Aquatics,No medal,1
Brazil,1936,Athletics,No medal,11
Brazil,1936,Basketball,No medal,8
Brazil,1936,Cycling,No medal,3
Brazil,1936,Fencing,No medal,18
Brazil,1936,Modern Pentathlon,No medal,3
Brazil,1936,Rowing,No medal,22
Brazil,1936,Sailing,No medal,1
Brazil,1936,Shooting,No medal,4
Brazil,1936,Aquatics,No medal,24
Bulgaria,1936,Athletics,No medal,2
Bulgaria,1936,Cycling,No medal,14
Bulgaria,1936,Equestrian,No medal,6
Bulgaria,1936,Fencing,No medal,3
Bulgaria,1936,Gymnastics,No medal,56
Bulgaria,1936,Shooting,No medal,1
Canada,1936,Athletics,Silver,1
Canada,1936,Athletics,Bronze,6
Canada,1936,Athletics,No medal,42
Canada,1936,Basketball,Silver,9
Canada,1936,Boxing,No medal,4
Canada,1936,Canoeing,Gold,1
Canada,1936,Canoeing,Silver,2
Canada,1936,Canoeing,Bronze,2
Canada,1936,Canoeing,No medal,8
Canada,1936,Cycling,No medal,14
Canada,1936,Aquatics,No medal,5
Canada,1936,Fencing,No medal,25
Canada,1936,Rowing,No medal,10
Canada,1936,Sailing,No medal,1
Canada,1936,Aquatics,No medal,27
Canada,1936,Wrestling,Bronze,1
Canada,1936,Wrestling,No medal,4
Chile,1936,Athletics,No medal,10
Chile,1936,Basketball,No medal,7
Chile,1936,Boxing,No medal,4
Chile,1936,Cycling,No medal,9
Chile,1936,Fencing,No medal,18
Chile,1936,Sailing,No medal,1
Chile,1936,Shooting,No medal,3
Chile,1936,Aquatics,No medal,4
China,1936,Athletics,No medal,32
China,1936,Basketball,No medal,13
China,1936,Boxing,No medal,2
China,1936,Cycling,No medal,1
China,1936,Football,No medal,11
China,1936,Aquatics,No medal,3
China,1936,Weightlifting,No medal,3
Colombia,1936,Athletics,No medal,6
Costa Rica,1936,Fencing,No medal,1
Czechoslovakia,1936,Athletics,No medal,36
Czechoslovakia,1936,Basketball,No medal,12
Czechoslovakia,1936,Boxing,No medal,8
Czechoslovakia,1936,Canoeing,Gold,4
Czechoslovakia,1936,Canoeing,Silver,1
Czechoslovakia,1936,Canoeing,No medal,9
Czechoslovakia,1936,Cycling,No medal,8
Czechoslovakia,1936,Aquatics,No medal,5
Czechoslovakia,1936,Equestrian,No medal,18
Czechoslovakia,1936,Fencing,No medal,27
Czechoslovakia,1936,Gymnastics,Gold,1
Czechoslovakia,1936,Gymnastics,Silver,8
Czechoslovakia,1936,Gymnastics,No medal,63
Czechoslovakia,1936,Rowing,No medal,17
Czechoslovakia,1936,Sailing,No medal,2
Czechoslovakia,1936,Shooting,No medal,8
Czechoslovakia,1936,Aquatics,No medal,4
Czechoslovakia,1936,Aquatics,No medal,7
Czechoslovakia,1936,Weightlifting,Silver,1
Czechoslovakia,1936,Weightlifting,No medal,5
Czechoslovakia,1936,Wrestling,Silver,2
Czechoslovakia,1936,Wrestling,No medal,12
Denmark,1936,Athletics,No medal,13
Denmark,1936,Boxing,Bronze,1
Denmark,1936,Boxing,No medal,7
Denmark,1936,Canoeing,No medal,6
Denmark,1936,Cycling,No medal,17
Denmark,1936,Aquatics,No medal,2
Denmark,1936,Equestrian,Bronze,1
Denmark,1936,Equestrian,No medal,6
Denmark,1936,Fencing,No medal,25
Denmark,1936,Field hockey,No medal,16
Denmark,1936,Rowing,Silver,2
Denmark,1936,Rowing,No medal,21
Denmark,1936,Sailing,No medal,7
Denmark,1936,Shooting,No medal,8
Denmark,1936,Aquatics,Silver,1
Denmark,1936,Aquatics,Bronze,1
Denmark,1936,Aquatics,No medal,28
Denmark,1936,Wrestling,No medal,6
Egypt,1936,Athletics,No medal,5
Egypt,1936,Basketball,No medal,7
Egypt,1936,Boxing,No medal,4
Egypt,1936,Aquatics,No medal,4
Egypt,1936,Fencing,No medal,16
Egypt,1936,Football,No medal,11
Egypt,1936,Shooting,No medal,1
Egypt,1936,Aquatics,No medal,7
Egypt,1936,Weightlifting,Gold,2
Egypt,1936,Weightlifting,Silver,1
Egypt,1936,Weightlifting,Bronze,2
Egypt,1936,Weightlifting,No medal,3
Egypt,1936,Wrestling,No medal,3
Estonia,1936,Athletics,No medal,8
Estonia,1936,Basketball,No medal,8
Estonia,1936,Boxing,Silver,1
Estonia,1936,Boxing,No medal,1
Estonia,1936,Rowing,No medal,1
Estonia,1936,Sailing,No medal,1
Estonia,1936,Aquatics,No medal,2
Estonia,1936,Weightlifting,Bronze,1
Estonia,1936,Weightlifting,No medal,3
Estonia,1936,Wrestling,Gold,2
Estonia,1936,Wrestling,Silver,1
Estonia,1936,Wrestling,Bronze,2
Estonia,1936,Wrestling,No medal,5
Finland,1936,Athletics,Gold,3
Finland,1936,Athletics,Silver,5
Finland,1936,Athletics,Bronze,2
Finland,1936,Athletics,No medal,44
Finland,1936,Boxing,Gold,1
Finland,1936,Boxing,No medal,5
Finland,1936,Canoeing,No medal,3
Finland,1936,Cycling,No medal,3
Finland,1936,Aquatics,No medal,2
Finland,1936,Equestrian,No medal,1
Finland,1936,Football,No medal,11
Finland,1936,Gymnastics,Gold,1
Finland,1936,Gymnastics,Bronze,8
Finland,1936,Gymnastics,No medal,55
Finland,1936,Modern Pentathlon,No medal,3
Finland,1936,Sailing,No medal,12
Finland,1936,Shooting,No medal,9
Finland,1936,Aquatics,No medal,3
Finland,1936,Wrestling,Gold,2
Finland,1936,Wrestling,Silver,1
Finland,1936,Wrestling,Bronze,3
Finland,1936,Wrestling,No medal,8
France,1936,Athletics,No medal,51
France,1936,Basketball,No medal,11
France,1936,Boxing,Gold,2
France,1936,Boxing,No medal,4
France,1936,Canoeing,Silver,1
France,1936,Canoeing,No medal,4
France,1936,Cycling,Gold,9
France,1936,Cycling,Silver,2
France,1936,Cycling,Bronze,3
France,1936,Cycling,No medal,2
France,1936,Aquatics,No medal,3
France,1936,Equestrian,Silver,3
France,1936,Equestrian,No medal,15
France,1936,Fencing,Silver,7
France,1936,Fencing,Bronze,6
France,1936,Fencing,No medal,16
France,1936,Gymnastics,No medal,64
France,1936,Field hockey,No medal,18
France,1936,Modern Pentathlon,No medal,3
France,1936,Rowing,Bronze,8
France,1936,Rowing,No medal,12
France,1936,Sailing,No medal,14
France,1936,Shooting,Bronze,1
France,1936,Shooting,No medal,8
France,1936,Aquatics,No medal,11
France,1936,Aquatics,No medal,7
France,1936,Weightlifting,Gold,1
France,1936,Weightlifting,No medal,7
France,1936,Wrestling,Gold,1
France,1936,Wrestling,No medal,9
Germany,1936,Athletics,Gold,5
Germany,1936,Athletics,Silver,4
Germany,1936,Athletics,Bronze,13
Germany,1936,Athletics,No medal,64
Germany,1936,Basketball,No medal,10
Germany,1936,Boxing,Gold,2
Germany,1936,Boxing,Silver,2
Germany,1936,Boxing,Bronze,1
Germany,1936,Boxing,No medal,3
Germany,1936,Canoeing,Gold,3
Germany,1936,Canoeing,Silver,5
Germany,1936,Canoeing,Bronze,2
Germany,1936,Canoeing,No medal,4
Germany,1936,Cycling,Gold,3
Germany,1936,Cycling,Bronze,1
Germany,1936,Cycling,No medal,12
Germany,1936,Aquatics,Bronze,2
Germany,1936,Aquatics,No medal,10
Germany,1936,Equestrian,Gold,12
Germany,1936,Equestrian,Silver,1
Germany,1936,Equestrian,No medal,5
Germany,1936,Fencing,Silver,1
Germany,1936,Fencing,Bronze,12
Germany,1936,Fencing,No medal,16
Germany,1936,Football,No medal,16
Germany,1936,Gymnastics,Gold,20
Germany,1936,Gymnastics,Silver,1
Germany,1936,Gymnastics,Bronze,6
Germany,1936,Gymnastics,No medal,45
Germany,1936,Handball,Gold,22
Germany,1936,Field hockey,Silver,22
Germany,1936,Modern Pentathlon,Gold,1
Germany,1936,Modern Pentathlon,No medal,2
Germany,1936,Polo,No medal,4
Germany,1936,Rowing,Gold,15
Germany,1936,Rowing,Silver,2
Germany,1936,Rowing,Bronze,9
Germany,1936,Sailing,Gold,2
Germany,1936,Sailing,Silver,1
Germany,1936,Sailing,Bronze,6
Germany,1936,Sailing,No medal,5
Germany,1936,Shooting,Gold,1
Germany,1936,Shooting,Silver,2
Germany,1936,Shooting,No medal,6
Germany,1936,Aquatics,Silver,7
Germany,1936,Aquatics,Bronze,1
Germany,1936,Aquatics,No medal,24
Germany,1936,Aquatics,Silver,11
Germany,1936,Weightlifting,Gold,1
Germany,1936,Weightlifting,Silver,2
Germany,1936,Weightlifting,Bronze,2
Germany,1936,Weightlifting,No medal,5
Germany,1936,Wrestling,Silver,3
Germany,1936,Wrestling,Bronze,4
Germany,1936,Wrestling,No medal,7
Great Britain,1936,Athletics,Gold,5
Great Britain,1936,Athletics,Silver,8
Great Britain,1936,Athletics,No medal,50
Great Britain,1936,Boxing,No medal,8
Great Britain,1936,Canoeing,No medal,3
Great Britain,1936,Cycling,Bronze,4
Great Britain,1936,Cycling,No medal,12
Great Britain,1936,Aquatics,No medal,6
Great Britain,1936,Equestrian,Bronze,3
Great Britain,1936,Equestrian,No medal,9
Great Britain,1936,Fencing,No medal,28
Great Britain,1936,Football,No medal,15
Great Britain,1936,Gymnastics,No medal,8
Great Britain,1936,Modern Pentathlon,No medal,3
Great Britain,1936,Polo,Silver,4
Great Britain,1936,Rowing,Gold,2
Great Britain,1936,Rowing,Silver,4
Great Britain,1936,Rowing,No medal,12
Great Britain,1936,Sailing,Gold,5
Great Britain,1936,Sailing,Bronze,1
Great Britain,1936,Sailing,No medal,8
Great Britain,1936,Aquatics,No medal,29
Great Britain,1936,Aquatics,No medal,11
Great Britain,1936,Weightlifting,No medal,5
Great Britain,1936,Wrestling,No medal,7
Greece,1936,Athletics,No medal,21
Greece,1936,Fencing,No medal,21
Greece,1936,Modern Pentathlon,No medal,1
Greece,1936,Shooting,No medal,8
Greece,1936,Aquatics,No medal,7
Greece,1936,Wrestling,No medal,4
Hungary,1936,Athletics,Gold,1
Hungary,1936,Athletics,No medal,39
Hungary,1936,Boxing,Gold,1
Hungary,1936,Boxing,No medal,5
Hungary,1936,Canoeing,No medal,8
Hungary,1936,Cycling,No medal,16
Hungary,1936,Aquatics,No medal,4
Hungary,1936,Equestrian,Bronze,1
Hungary,1936,Equestrian,No medal,17
Hungary,1936,Fencing,Gold,8
Hungary,1936,Fencing,Bronze,1
Hungary,1936,Fencing,No medal,20
Hungary,1936,Football,No medal,11
Hungary,1936,Gymnastics,Bronze,8
Hungary,1936,Gymnastics,No medal,64
Hungary,1936,Handball,No medal,16
Hungary,1936,Field hockey,No medal,15
Hungary,1936,Modern Pentathlon,No medal,3
Hungary,1936,Polo,No medal,5
Hungary,1936,Rowing,No medal,26
Hungary,1936,Sailing,No medal,1
Hungary,1936,Shooting,Silver,1
Hungary,1936,Shooting,No medal,7
Hungary,1936,Aquatics,Gold,1
Hungary,1936,Aquatics,Bronze,4
Hungary,1936,Aquatics,No medal,20
Hungary,1936,Aquatics,Gold,11
Hungary,1936,Weightlifting,No medal,2
Hungary,1936,Wrestling,Gold,3
Hungary,1936,Wrestling,Bronze,1
Hungary,1936,Wrestling,No medal,8
Iceland,1936,Athletics,No medal,5
Iceland,1936,Aquatics,No medal,8
India,1936,Athletics,No medal,7
India,1936,Field hockey,Gold,19
India,1936,Weightlifting,No medal,1
India,1936,Wrestling,No medal,3
Italy,1936,Athletics,Gold,1
Italy,1936,Athletics,Silver,5
Italy,1936,Athletics,Bronze,2
Italy,1936,Athletics,No medal,31
Italy,1936,Basketball,No medal,13
Italy,1936,Boxing,Gold,1
Italy,1936,Boxing,Silver,1
Italy,1936,Boxing,No medal,6
Italy,1936,Canoeing,No medal,2
Italy,1936,Cycling,Silver,4
Italy,1936,Cycling,No medal,12
Italy,1936,Aquatics,No medal,3
Italy,1936,Equestrian,No medal,12
Italy,1936,Fencing,Gold,14
Italy,1936,Fencing,Silver,8
Italy,1936,Fencing,Bronze,2
Italy,1936,Fencing,No medal,3
Italy,1936,Football,Gold,14
Italy,1936,Gymnastics,No medal,69
Italy,1936,Modern Pentathlon,Bronze,1
Italy,1936,Modern Pentathlon,No medal,2
Italy,1936,Rowing,Silver,12
Italy,1936,Rowing,No medal,10
Italy,1936,Sailing,Gold,6
Italy,1936,Sailing,No medal,8
Italy,1936,Shooting,No medal,9
Italy,1936,Weightlifting,No medal,4
Italy,1936,Wrestling,No medal,11
Japan,1936,Athletics,Gold,2
Japan,1936,Athletics,Silver,2
Japan,1936,Athletics,Bronze,3
Japan,1936,Athletics,No medal,50
Japan,1936,Basketball,No medal,8
Japan,1936,Boxing,No medal,5
Japan,1936,Aquatics,No medal,9
Japan,1936,Equestrian,No medal,12
Japan,1936,Football,No medal,12
Japan,1936,Gymnastics,No medal,64
Japan,1936,Field hockey,No medal,11
Japan,1936,Rowing,No medal,17
Japan,1936,Sailing,No medal,3
Japan,1936,Aquatics,Gold,7
Japan,1936,Aquatics,Silver,2
Japan,1936,Aquatics,Bronze,5
Japan,1936,Aquatics,No medal,16
Japan,1936,Aquatics,No medal,8
Japan,1936,Wrestling,No medal,5
Latvia,1936,Athletics,Bronze,1
Latvia,1936,Athletics,No medal,6
Latvia,1936,Basketball,No medal,7
Latvia,1936,Cycling,No medal,8
Latvia,1936,Shooting,No medal,3
Latvia,1936,Wrestling,Silver,1
Latvia,1936,Wrestling,No medal,2
Liechtenstein,1936,Athletics,No medal,4
Liechtenstein,1936,Cycling,No medal,1
Liechtenstein,1936,Shooting,No medal,3
Luxembourg,1936,Athletics,No medal,10
Luxembourg,1936,Boxing,No medal,5
Luxembourg,1936,Canoeing,No medal,4
Luxembourg,1936,Cycling,No medal,8
Luxembourg,1936,Football,No medal,11
Luxembourg,1936,Gymnastics,No medal,62
Luxembourg,1936,Aquatics,No medal,5
Luxembourg,1936,Weightlifting,No medal,2
Luxembourg,1936,Wrestling,No medal,1
Malta,1936,Athletics,No medal,2
Malta,1936,Aquatics,No medal,9
Mexico,1936,Athletics,No medal,3
Mexico,1936,Basketball,Bronze,11
Mexico,1936,Boxing,Bronze,1
Mexico,1936,Boxing,No medal,3
Mexico,1936,Aquatics,No medal,1
Mexico,1936,Fencing,No medal,2
Mexico,1936,Modern Pentathlon,No medal,2
Mexico,1936,Polo,Bronze,4
Mexico,1936,Shooting,No medal,5
Monaco,1936,Shooting,No medal,9
Netherlands,1936,Athletics,Bronze,2
Netherlands,1936,Athletics,No medal,28
Netherlands,1936,Boxing,No medal,8
Netherlands,1936,Canoeing,Bronze,5
Netherlands,1936,Canoeing,No medal,4
Netherlands,1936,Cycling,Gold,1
Netherlands,1936,Cycling,Silver,3
Netherlands,1936,Cycling,No medal,12
Netherlands,1936,Aquatics,No medal,1
Netherlands,1936,Equestrian,Silver,3
Netherlands,1936,Equestrian,No medal,15
Netherlands,1936,Fencing,No medal,17
Netherlands,1936,Field hockey,Bronze,12
Netherlands,1936,Modern Pentathlon,No medal,3
Netherlands,1936,Rowing,No medal,15
Netherlands,1936,Sailing,Gold,1
Netherlands,1936,Sailing,Bronze,2
Netherlands,1936,Sailing,No medal,5
Netherlands,1936,Shooting,No medal,4
Netherlands,1936,Aquatics,Gold,7
Netherlands,1936,Aquatics,Silver,1
Netherlands,1936,Aquatics,No medal,13
Netherlands,1936,Aquatics,No medal,9
New Zealand,1936,Athletics,Gold,1
New Zealand,1936,Athletics,No medal,2
New Zealand,1936,Boxing,No medal,3
New Zealand,1936,Cycling,No medal,3
Norway,1936,Athletics,No medal,12
Norway,1936,Boxing,Silver,1
Norway,1936,Boxing,Bronze,1
Norway,1936,Boxing,No medal,4
Norway,1936,Canoeing,No medal,1
Norway,1936,Cycling,No medal,2
Norway,1936,Aquatics,No medal,4
Norway,1936,Equestrian,No medal,13
Norway,1936,Fencing,No medal,9
Norway,1936,Football,Bronze,14
Norway,1936,Rowing,No medal,1
Norway,1936,Sailing,Silver,11
Norway,1936,Sailing,No medal,3
Norway,1936,Shooting,Gold,1
Norway,1936,Shooting,No medal,4
Norway,1936,Wrestling,No medal,3
Peru,1936,Athletics,No medal,10
Peru,1936,Basketball,No medal,9
Peru,1936,Cycling,No medal,9
Peru,1936,Aquatics,No medal,1
Peru,1936,Football,No medal,12
Peru,1936,Modern Pentathlon,No medal,1
Peru,1936,Shooting,No medal,1
Peru,1936,Aquatics,No medal,3
Philippines,1936,Athletics,Bronze,1
Philippines,1936,Athletics,No medal,8
Philippines,1936,Basketball,No medal,9
Philippines,1936,Boxing,No medal,5
Philippines,1936,Shooting,No medal,6
Philippines,1936,Aquatics,No medal,10
Philippines,1936,Wrestling,No medal,1
Poland,1936,Athletics,Silver,2
Poland,1936,Athletics,Bronze,1
Poland,1936,Athletics,No medal,18
Poland,1936,Basketball,No medal,10
Poland,1936,Boxing,No medal,7
Poland,1936,Canoeing,No medal,2
Poland,1936,Cycling,No medal,8
Poland,1936,Equestrian,Silver,3
Poland,1936,Equestrian,No medal,9
Poland,1936,Fencing,No medal,17
Poland,1936,Football,No medal,17
Poland,1936,Gymnastics,No medal,8
Poland,1936,Rowing,Bronze,2
Poland,1936,Rowing,No medal,11
Poland,1936,Sailing,No medal,7
Poland,1936,Shooting,Bronze,1
Poland,1936,Shooting,No medal,5
Poland,1936,Aquatics,No medal,4
Poland,1936,Wrestling,No medal,3
Portugal,1936,Athletics,No medal,2
Portugal,1936,Equestrian,Bronze,3
Portugal,1936,Equestrian,No medal,3
Portugal,1936,Fencing,No medal,8
Portugal,1936,Sailing,No medal,3
Portugal,1936,Shooting,No medal,7
Romania,1936,Athletics,No medal,5
Romania,1936,Boxing,No medal,4
Romania,1936,Equestrian,Silver,1
Romania,1936,Equestrian,No medal,7
Romania,1936,Fencing,No medal,12
Romania,1936,Gymnastics,No medal,64
Romania,1936,Handball,No medal,15
Romania,1936,Shooting,No medal,4
Romania,1936,Wrestling,No medal,5
South Africa,1936,Athletics,No medal,26
South Africa,1936,Boxing,Silver,1
South Africa,1936,Boxing,No medal,5
South Africa,1936,Cycling,No medal,4
South Africa,1936,Rowing,No medal,1
South Africa,1936,Wrestling,No medal,2
Sweden,1936,Athletics,Bronze,2
Sweden,1936,Athletics,No medal,42
Sweden,1936,Boxing,Bronze,1
Sweden,1936,Boxing,No medal,3
Sweden,1936,Canoeing,Gold,2
Sweden,1936,Canoeing,Bronze,2
Sweden,1936,Canoeing,No medal,5
Sweden,1936,Cycling,No medal,9
Sweden,1936,Aquatics,No medal,3
Sweden,1936,Equestrian,Bronze,3
Sweden,1936,Equestrian,No medal,15
Sweden,1936,Fencing,Silver,6
Sweden,1936,Fencing,No medal,16
Sweden,1936,Football,No medal,11
Sweden,1936,Modern Pentathlon,No medal,3
Sweden,1936,Rowing,No medal,5
Sweden,1936,Sailing,Silver,2
Sweden,1936,Sailing,Bronze,5
Sweden,1936,Sailing,No medal,8
Sweden,1936,Shooting,Gold,1
Sweden,1936,Shooting,Bronze,1
Sweden,1936,Shooting,No medal,7
Sweden,1936,Aquatics,No medal,6
Sweden,1936,Aquatics,No medal,10
Sweden,1936,Weightlifting,No medal,2
Sweden,1936,Wrestling,Gold,4
Sweden,1936,Wrestling,Silver,3
Sweden,1936,Wrestling,Bronze,2
Sweden,1936,Wrestling,No medal,5
Switzerland,1936,Gymnastics,Gold,1
Switzerland,1936,Athletics,Silver,1
Switzerland,1936,Athletics,No medal,23
Switzerland,1936,Basketball,No medal,8
Switzerland,1936,Boxing,No medal,8
Switzerland,1936,Canoeing,No medal,9
Switzerland,1936,Cycling,Silver,4
Switzerland,1936,Cycling,Bronze,1
Switzerland,1936,Cycling,No medal,11
Switzerland,1936,Aquatics,No medal,3
Switzerland,1936,Equestrian,No medal,13
Switzerland,1936,Fencing,No medal,27
Switzerland,1936,Gymnastics,Gold,1
Switzerland,1936,Gymnastics,Silver,13
Switzerland,1936,Gymnastics,Bronze,2
Switzerland,1936,Gymnastics,No medal,48
Switzerland,1936,Handball,Bronze,17
Switzerland,1936,Field hockey,No medal,13
Switzerland,1936,Modern Pentathlon,No medal,3
Switzerland,1936,Rowing,Silver,5
Switzerland,1936,Rowing,Bronze,4
Switzerland,1936,Rowing,No medal,17
Switzerland,1936,Sailing,No medal,6
Switzerland,1936,Aquatics,No medal,4
Switzerland,1936,Aquatics,No medal,8
Switzerland,1936,Weightlifting,No medal,5
Switzerland,1936,Wrestling,No medal,13
Turkey,1936,Basketball,No medal,8
Turkey,1936,Cycling,No medal,8
Turkey,1936,Equestrian,No medal,8
Turkey,1936,Fencing,No medal,10
Turkey,1936,Football,No medal,11
Turkey,1936,Sailing,No medal,3
Turkey,1936,Wrestling,Gold,1
Turkey,1936,Wrestling,Bronze,1
